,标题,价格,购买数量,外部系统编号,商品属性,套餐信息,备注,订单状态,商家编码,订单编号
247,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2233730379237547
248,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2375328093429377
249,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2233604778003150
250,日本fancl美白丸全身,204,1,490804934732,,,,交易关闭,490804934732,2373575908513087
251,日本kawai卡哇伊肝油,259,1,498704921251,,,,卖家已发货，等待买家确认,498704921251,2466944072913127
252,FANCL/芳珂 HTC,198,1,490804926704,,,,交易关闭,490804926704,2466354654738921
253,日本fancl美白丸全身,204,1,490804934732,,,,交易关闭,490804934732,2465799854293222
254,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2232288170272552
255,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338,2369638913131591
256,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2370891143457361
257,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2369321683150586
258,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338,2230264196122647
259,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338,2368001155259168
260,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2368630706541797
261,FANCL/芳珂 HTC,198,1,490804926704,,,,卖家已发货，等待买家确认,490804926704,2460206868106418
262,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2364526741682165
263,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2459494262672813
264,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2229673586292959
265,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2363003496698690
266,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易关闭,456026429338,2361478112098690
267,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2360757482852784
268,fancl/芳珂 祛痘淡,198,1,490804934733,,,,卖家已发货，等待买家确认,490804934733,2361499703489482
269,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233,2453990818740210
270,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2359143501558294
271,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233,2357208758168674
272,swisse钙片+维生素,160,1,931177059250,,,,交易成功,931177059250,2451849270020735
273,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2452992217785211
274,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2357797493526598
275,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2452975023178206
276,日本FANCL复合维生素,99,3,490804928347,,,,卖家已发货，等待买家确认,490804928347,2356102889685293
277,美国进口普利普莱叶黄素软,176,1,74312149047,,,,卖家已发货，等待买家确认,74312149047,2355545954052062
278,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2449988471231139
279,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233,2227136586170351
280,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341,2227300379273340
281,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2448535218701808
282,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2661701277285731
283,日本kawai卡哇伊鱼油,218,1,498704921162,,,,卖家已发货，等待买家确认,498704921162,2544506902370079
284,日本kawai卡哇伊肝油,259,1,498704921251,,,,卖家已发货，等待买家确认,498704921251,2544063131745362
285,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2544078140524967
286,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2660484034493106
287,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2660453210805708
288,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2660032050387216
289,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2539652129609273
290,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2286220166931952
291,日本kawai卡哇伊肝油,259,2,498704921251,,,,卖家已发货，等待买家确认,498704921251,2658091270664637
292,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2286024360544549
293,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2658399413727010
294,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233,2657532833115409
295,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2658947861185614
296,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2539802335032465
297,日本FANCL复合维生素,99,2,490804928347,,,,卖家已发货，等待买家确认,490804928347,2286840771529556
298,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2657845456680614
299,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233,2538102716346096
300,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2286784984505255
301,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2537478532166367
302,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易关闭,ecms-tz-0010,2537091142601267
303,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2655751824915211
304,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2536968941213665
305,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2535230120545767
306,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2654776453990418
307,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2534958889708788
308,日本代购新谷酵素夜迟减肥,399,4,456026429338,,,,卖家已发货，等待买家确认,456026429338,2534899951557463
309,澳洲蔓越莓胶囊30粒sw,175,1,931177059169,,,,卖家已发货，等待买家确认,931177059169,2654219014593512
310,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2285248772396953
311,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2652376243682816
312,日本kawai卡哇伊肝油,259,1,498704921251,,,,卖家已发货，等待买家确认,498704921251,2653637825248605
313,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2651330030084708
314,FANCL/芳珂 HTC,198,1,490804926704,,,,卖家已发货，等待买家确认,490804926704,2652822226991411
315,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2652646221193811
316,FANCL/芳珂 HTC,198,1,490804926704,,,,交易关闭,490804926704,2533935748005571
317,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251,2533748508680998
318,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2532128533376362
319,日本fancl美白丸全身,204,2,490804934732,,,,交易成功,490804934732,2529655751285565
320,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2529227914062683
321,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2529086082500792
322,swisse护肝片 澳洲,170,1,931177058999,,,,卖家已发货，等待买家确认,931177058999,2529633694005681
323,日本FANCL复合维生素,99,2,490804928347,,,,卖家已发货，等待买家确认,490804928347,2646815246505234
324,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2281684193026342
325,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2647264662928238
326,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2281343999894358
327,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2528417549057864
328,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,卖家已发货，等待买家确认,456026429341,2645463240068938
329,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2525349157366074
330,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2524207315752292
331,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2642758615627908
332,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2280683164220943
333,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易关闭,456026429338,2641490034885408
334,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2642495854909926
335,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2523227933858773
336,日本fancl美白丸全身,204,1,490804934732,,,,交易关闭,490804934732,2521813112978690
337,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,买家已付款，等待卖家发货,ecms-tz-0010,2523285107371591
338,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2281188974525458
339,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2280213961925458
340,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,请包装仔细！,卖家已发货，等待买家确认,ecms-tz-0010,2523004347417774
341,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2639463058407020
342,ASANA 一酪纤低卡代,199,1,489517460210,,,,卖家已发货，等待买家确认,489517460210,2638093049017521
343,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2518554520350370
344,swisse葡萄籽皙颜美,260,1,931177059731,,,,交易成功,931177059731,2636903847173226
345,swisse护肝片 澳洲,170,1,931177058999,,,,交易关闭,931177058999,2636268200708201
346,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2635895079562914
347,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2517253317070787
348,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2635697644238912
349,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341,2518575704397283
350,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2635848010741802
351,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2634807471371839
352,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,注意质量，尽快发货,卖家已发货，等待买家确认,456026429338,2635665254368722
353,日本进口水果果蔬酵素酵母,215,1,493309403145,,,,卖家已发货，等待买家确认,493309403145,2278978789007752
354,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2633496041386234
355,fancl/芳珂 祛痘淡,198,1,490804934733,,,,卖家已发货，等待买家确认,490804934733,2514449312913190
356,日本代购新谷酵素夜迟减肥,399,2,456026429341,,,,卖家已发货，等待买家确认,456026429341,2513680517619989
357,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338,2514878934140872
358,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2631577833450642
359,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2630888041147016
360,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2278247985862858
361,swisse睡眠片 澳洲,169,1,931177058824,,,,交易关闭,931177058824,2630654041427712
362,fancl/芳珂燃脂素 ,258,2,490804914233,,,,交易成功,490804914233,2511643554979863
363,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2630672458922233
364,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233,2275860994851840
365,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2509859550785268
366,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233,2276942971379149
367,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338,2275220595404949
368,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2508185683699389
369,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2509391332687269
370,普利普莱氨糖软骨素美国三,489,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2626767252731834
